txt_type,seg_id,sen_id,sentence,POS,words_label,words_gloss
A,academic_30_v.2.txt,73,微电子 产业 是 一 项 技术 密集型 产业 ， 不仅 要 有 一 大批 高 水平 的 技术 人才 和 管理 干部 ， 还 需 有 大批 素质 高 的 工人 队伍 。,"['n','n','v','m','q','n','b','n','w','c','v','v','m','m','a','n','u','n','n','c','vn','n','w','d','v','v','m','n','a','u','n','n','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '1', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '应当;必须', '具有,与“无”相对', 'NULL', 'NULL', '等级在上,超越流俗或标准', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '料理；治理', 'NULL', 'NULL', 'NULL', 'NULL', '具有,与“无”相对', 'NULL', '完成某类活动所必须的基本条件', '等级在上,超越流俗或标准', 'NULL', 'NULL', '有组织的行列', 'NULL']"
F,fiction_07_v.2.txt,23,村里人 叫 我 福贵 ， 他 也 这么 叫 ， 也 叫 我 外公 ， 我 指指 自己 割 下 的 稻子 说 ： 这 是 苦根 割 的 。,"['n','v','r','nr','w','r','d','r','v','w','d','v','r','n','w','r','v','r','v','v','u','n','v','w','r','v','nr','v','u','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '代词。自身，本身', 'NULL', '下来', 'NULL', 'NULL', 'NULL', 'NULL', '此,指目前的或较近的或刚刚提到的人、物、事或想法', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
A,academic_04_v.2.txt,50,据 国外 资料 ， 从 无 林 山区 流 下来 的 水 溶解 的 物质 为 每 平方公里 １６．９ 吨 ， 而 从 有 林 山区 流下 的 水 仅 含 ６．４ 吨 左右 。 （,"['p','s','n','w','p','v','ng','n','v','v','u','n','v','u','n','v','r','q','m','q','w','c','p','v','ng','n','v','u','n','d','v','m','q','m','ew','w']","['0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0']","['NULL', 'NULL', '用做依据的材料', 'NULL', '自,由 ——用作虚词,表示起点', 'NULL', 'NULL', 'NULL', 'NULL', '用在动词后，表示从高处到低处', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '则,就 ——表示承接关系', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '自,由 ——用作虚词,表示起点', '具有,与“无”相对', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '容纳;包含', 'NULL', 'NULL', '用在数量词后表示概数', 'NULL', 'NULL']"
A,academic_22_v.2.txt,51,市政府 、 公用 和 工业 部门 及 农业 部 必须 做 贡献 。,"['n','w','vn','c','n','n','c','n','ng','d','v','n','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '单位', 'NULL', '“做”是“作”后起的分别字,“作”近代写作“做”', 'NULL', 'NULL']"
N,news_22_v.2.txt,35,人们 或多或少 ， 几乎 个个 手里 拎 着 书 。,"['n','d','w','d','q','s','v','u','n','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_25_v.2.txt,25,( 实况 ),"['w','n','w']","['0', '0', '0']","['NULL', 'NULL', 'NULL']"
N,news_20_v.2.txt,32,黑河 外运 公司 司机 吕 荣吉 早 ４时 就 赶来 排队 等候 运 货 。,"['ns','vn','n','n','nr','nr','tg','t','d','v','v','v','v','n','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '和…一样早', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_08_v.2.txt,77,后来 他 看到 有 几 个 比 他 稍 大 一点 的 孩子 正 站 在 街 对面 时 ， 他 才 兴奋 起来 ， 立刻 走 了 过去 。,"['t','r','v','v','m','q','p','r','d','a','d','u','n','d','v','p','n','f','ng','w','r','d','v','v','w','d','v','u','v','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', '看见，见到', '表示不定指 。跟“某”的作用相近', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '年辈较长或排行第一的', 'NULL', 'NULL', 'NULL', 'NULL', '站立,直立。以基本直立的姿势用双脚或一脚支撑自己', '表示动作、情状所涉及的处所、时间、范围等', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '用在动词或形容词后，表示动作或情况开始并且递进', 'NULL', 'NULL', '步行', 'NULL', '离开所在地或经过某地走向另一个地点', 'NULL']"
F,fiction_08_v.2.txt,67,有 一个 人 还 拍拍 他 的 脑袋 说 ： ＂ 你 真 会 开玩笑 。 ＂,"['v','m','n','d','v','r','u','n','v','w','w','r','d','v','v','ew','w']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['表示不定指 。跟“某”的作用相近', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_17_v.2.txt,29,他们 全 攻 全 守 的 踢 法 ， 使 攻守 转换 速度 大大 加快 ， 也 使 场上 精采 场面 纷呈 。,"['r','d','v','d','v','u','v','n','w','v','n','vn','n','d','v','w','d','v','s','a','n','v','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', '与“守”相对', 'NULL', '保卫;防守,与“攻”相对', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '更改；改换', 'NULL', 'NULL', '增加速度', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_01_v.2.txt,63,李 小兰 瘦 成 了 一 根 蒜苗 ， 颧骨 处 出现 了 大片 的 棕色 妊娠 斑 ， 腹部 像 营养 不良 的 小孩 一样 膨胀 着 。,"['nr','nr','v','v','u','m','q','n','w','n','n','u','u','a','u','n','vn','n','w','n','v','n','a','u','n','u','v','u','ew']","['0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '具有适合一定目的的长度、强度或结构的线、纱、带、绳、金属丝或电缆的数目', '嫩的蒜薹，可食用', 'NULL', 'NULL', '部分;方面', '显露出来；呈现', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_06_v.2.txt,11,将近 ２０ 家 企业 发表 了 与 他 相似 的 意见 。,"['d','m','q','n','v','u','p','r','a','u','n','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', '用来计算家庭或企业的多少', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
A,academic_11_v.2.txt,7,利用 微生物 能 产生 出 对 人类 有用 的 抗生素 、 氨基酸 、 核酸 和 制剂 ， 是 因为 微生物 中 含有 合成 这些 物质 的 基因 ；,"['v','n','v','v','v','p','n','a','u','n','w','n','w','n','c','n','w','v','c','n','f','v','v','r','n','u','n','ew']","['0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0']","['借助外物以达到某种目的；用手段使人或事物为自己服务', 'NULL', 'NULL', '出产', '用在动词后表示向外,显露或完成', '对待。用法大致同“对于”', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '内,里面。与“外”相对', 'NULL', 'NULL', '指示代词。指示较近的两个以上的人或事物', 'NULL', 'NULL', 'NULL', 'NULL']"
A,academic_18_v.2.txt,51,处于 显著 地位 的 新闻 人物 和 社会 影响 大 的 新闻 事实 所 包含 的 新闻 价值 大 。,"['v','a','n','u','n','n','c','n','v','a','u','n','n','u','v','u','n','n','a','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0']","['NULL', 'NULL', 'NULL', 'NULL', '新近听来的事。社会上新近发生的事情', 'NULL', 'NULL', '指由一定的经济基础和上层建筑构成的整体。原始社会、奴隶社会、封建社会、资本主义社会、共产主义社会是人类社会的五种基本形态', 'NULL', '达到很广范围或很高程度,大肆', 'NULL', '新近听来的事。社会上新近发生的事情', 'NULL', 'NULL', 'NULL', 'NULL', '新近听来的事。社会上新近发生的事情', '指积极的作用', '重要,重大', 'NULL']"
F,fiction_03_v.2.txt,38,好在 那 家 工厂 厂长 还 算 讲理 ， 说 他们 没有 功劳 也 有 苦劳 ， 不但 没 责备 他们 ， 还 把 一部分 卖 不 掉 的 货 送给 他们 ， 作为 酬劳 。,"['d','r','q','n','n','d','v','v','w','v','r','v','n','d','v','n','w','c','d','v','r','w','d','p','m','v','d','v','u','n','v','r','w','v','n','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', '指前文提到的或根据上下文或根据当时的情况显然所指的某个人或物', '用来计算家庭或企业的多少', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '具有,与“无”相对', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '用在某些动词后,表示动作的结果', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_05_v.2.txt,49,竞争 岂止 在 商场 ＂ 国际 消费者 权益 日 ＂ 北京 西单 街头 见闻,"['vn','v','p','n','w','n','n','n','ng','w','ns','ns','s','n']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', '表示动作、情状所涉及的处所、时间、范围等', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
F,fiction_07_v.2.txt,27,福贵 ， 镰刀 不快 啦 。,"['nr','w','n','a','y','ew']","['0', '0', '1', '1', '0', '0']","['NULL', 'NULL', '亦作“鎌刀”。收割谷物和割草的农具。由弧形的刀片和木柄构成。有的刀片上带小锯齿', '不好，不吉', 'NULL', 'NULL']"
A,academic_28_v.2.txt,16,机器 的 制作 需要 很 大 的 工作量 和 很多 的 工序 ， 一个 人 或 少数 几 个 人 无法 完成 制作 机器 的 全过程 ， 而是 只能 参加 部分 的 过程 ， 起 局部 的 作用 ， 使 劳动者 感到 似乎 不能 把握 机器 的 全部 命脉 ， 机器 一般 都 体积 庞大 而 沉重 ， 不能 像 手工 工具 那样 为 人 所 随意 搬弄 和 摆布 ， 而是 固定 在 某 一 空间 位置 ， 于是 空间 机器 便 与 人手 分离 ， 成为 与 劳动者 相 对峙 的 ， 而且 ， 机器 一旦 运转 起来 ， 人 就 不能 随意 改变 它 ， 特别 是 在 流水作业 线 旁边 ， 劳动者 必须 跟随 机器 的 运转 而 运转 。,"['n','u','vn','v','d','a','u','n','c','m','u','n','w','m','n','c','m','m','q','n','vd','v','v','n','u','n','w','c','v','v','n','u','n','w','v','n','u','n','w','v','n','v','d','v','v','n','u','m','n','w','n','ad','d','n','an','c','a','w','v','v','n','n','r','p','n','u','ad','v','c','v','w','c','v','p','r','m','n','n','w','c','n','n','d','p','n','v','w','v','p','n','d','v','u','w','c','w','n','d','v','v','w','n','d','v','ad','v','r','w','d','v','p','l','n','f','w','n','d','v','n','u','vn','c','v','ew']","['0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '1', '0', '1', '0']","['由零件装成，可运转，能变换能量或产生有用功的装置', 'NULL', 'NULL', 'NULL', 'NULL', '形容体积、面积、数量、力量、规模、程度等方面超过一般或超过所比较的对象。与“小”相对', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '由零件装成，可运转，能变换能量或产生有用功的装置', 'NULL', 'NULL', 'NULL', 'NULL', '唯一的结果', '加入某种组织或某种活动', 'NULL', 'NULL', 'NULL', 'NULL', '产生;发生', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '掌握；执持', '由零件装成，可运转，能变换能量或产生有用功的装置', 'NULL', 'NULL', '亦作“ 命脉 ”。生命与血脉。常比喻关系极重大的事物', 'NULL', '由零件装成，可运转，能变换能量或产生有用功的装置', 'NULL', 'NULL', 'NULL', '大；巨大', 'NULL', '笨重，不灵活', 'NULL', 'NULL', 'NULL', 'NULL', '人在生产过程中用来加工制造产品的器具', 'NULL', '被 ——引出动作行为的主动者', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '不变动或不移动', '表示动作、情状所涉及的处所、时间、范围等', 'NULL', 'NULL', 'NULL', '所处地位或地方', 'NULL', 'NULL', 'NULL', '由零件装成，可运转，能变换能量或产生有用功的装置', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '相对而立', 'NULL', 'NULL', 'NULL', 'NULL', '由零件装成，可运转，能变换能量或产生有用功的装置', 'NULL', '指机器的转动', '用在动词或形容词后，表示动作或情况开始并且递进', 'NULL', 'NULL', '事实正是如此', 'NULL', 'NULL', 'NULL', '表示第三人称', 'NULL', 'NULL', 'NULL', '表示动作、情状所涉及的处所、时间、范围等', 'NULL', '生产程序', 'NULL', 'NULL', 'NULL', 'NULL', '随从在后面', '由零件装成，可运转，能变换能量或产生有用功的装置', 'NULL', '指机器的转动', 'NULL', '谓沿着一定的轨道行动', 'NULL']"
N,news_10_v.2.txt,69,在场 的 顾客 纷纷 提出 问题 ， 他们 都 对答如流 。,"['v','u','n','d','v','n','w','r','d','i','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', '揭示;提请考虑、讨论、接受或采纳', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
N,news_20_v.2.txt,27,我 的 任务 就是 多 拉 快 跑 ， 所以 每天 都 抢先 出发 。 ＂,"['r','u','n','v','ad','v','d','v','w','c','r','d','vd','v','ew','w']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', '超过正确的或需要的数目;过多', '牵;引;扯;拽', 'NULL', '为某种事物或利益而奔走', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '起程到别处去', 'NULL', 'NULL']"
F,fiction_15_v.2.txt,69,和 他 同班 的 一个 工友 ， 看 着 他 笑笑 ， 说 ： ＂ 该 成 个 家 了 。 ＂,"['p','r','v','u','m','n','w','v','u','r','v','w','v','w','w','v','v','q','n','y','ew','w']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', '同一个班。指工厂的作业班', 'NULL', 'NULL', 'NULL', 'NULL', '瞧;观看', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '家庭,人家', 'NULL', 'NULL', 'NULL']"
A,academic_08_v.2.txt,28,经过 反复 地 研究 推敲 ， 笔者 着重 提出 如下 的 气功 服务 宗旨 ， 这 就是 ： 功德 至上 、 救死扶伤 、 治病救人 、 不争 名利 、 实事求是 、 科学 传 功 、 面向 群众 、 热心 服务 。,"['p','d','u','v','v','w','n','vd','v','v','u','n','vn','n','w','r','v','w','n','v','w','i','w','i','w','v','n','w','i','w','ad','v','n','w','v','n','w','ad','v','ew']","['1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '1', '0']","['经历；过程', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '揭示;提请考虑、讨论、接受或采纳', 'NULL', 'NULL', 'NULL', '为社会或他人利益办事', 'NULL', 'NULL', '此,指目前的或较近的或刚刚提到的人、物、事或想法', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '传授', 'NULL', 'NULL', '面对；朝向', 'NULL', 'NULL', 'NULL', '为社会或他人利益办事', 'NULL']"
A,academic_27_v.2.txt,5,不仅如此 ， 家庭 还是 一个 收入 或 财产 的 基本 单位 。,"['l','w','n','d','m','n','c','n','u','a','n','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '计算事物数量的标准。如“米”为计量长度的单位，“秒”为计算时间的单位，“克”为计算重量或质量的单位，等等', 'NULL']"
F,fiction_13_v.2.txt,31,不 是 吵架 就 好 。,"['d','v','v','d','a','ew']","['0', '0', '0', '0', '0', '0']","['NULL', 'NULL', '剧烈争吵', '用在动词前面,表示在某种条件或情况下自然怎么样', 'NULL', 'NULL']"
F,fiction_15_v.2.txt,71,工友 说 ： ＂ 她 正在 后山 拉 骆驼 着 呢 ， 你 信 不 ？ ＂,"['n','v','w','w','r','u','n','v','n','u','y','w','r','v','d','ew','w']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', '女性第三人称', 'NULL', 'NULL', '牵;引;扯;拽', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
A,academic_20_v.2.txt,33,如果 可以 把 历史 区分 成 以下 三 个 层次 ， 历史 Ⅰ ， 指 过去 的 活生生 的 历史 ；,"['c','v','p','n','v','v','f','m','q','n','w','n','m','w','v','t','u','z','u','n','ew']","['0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0']","['NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '指事物相承接的次第', 'NULL', 'NULL', 'NULL', 'NULL', '意旨;意向', '现在以前的时期', 'NULL', '生动、逼真；发生在眼前实际生活中的', 'NULL', 'NULL', 'NULL']"
F,fiction_13_v.2.txt,22,用 息事宁人 的 口吻 对 他 说 ： ＂ 孩子 呀 ， 他 要 做 了 什么 对不起 你 的 事儿 ， 我 一定 严厉 管教 他 。,"['p','i','u','n','p','r','v','w','w','n','y','w','r','v','v','u','r','v','r','u','n','w','r','d','ad','v','r','ew']","['1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']","['运用(根据事物的特性加以利用)', 'NULL', 'NULL', '口气', '朝,向——用作虚词,表示动作的对象', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '表示假设,相当于“', '作。从事某种工作或活动', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', '约束教导', 'NULL', 'NULL']"
N,news_15_v.2.txt,85,＂ 这个 ， 说 不 太 准 ... ... ＂,"['w','r','w','v','d','d','a','w','w','w']","['0', '1', '0', '0', '0', '0', '0', '0', '0', '0']","['NULL', '指代事物、原因或情况等', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL', 'NULL']"
A,academic_24_v.2.txt,18,可是 二百 多 年 过去 ， ＂ 训诂学 ＂ 这 一 课题 仍 在 苦思 之中 ， 原因 何在 ？,"['c','m','m','q','v','w','w','n','w','r','m','n','d','p','v','f','w','n','v','ew']","['0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0']","['NULL', 'NULL', '[数词]∶[用于数量词后] 表示整数以下的余数或零头', 'NULL', '某个时间、某种状态已经消逝', 'NULL', 'NULL', 'NULL', 'NULL', '“这”( zhè)的口语音 。常用在量词或数量词前', 'NULL', 'NULL', 'NULL', '才;正在', 'NULL', 'NULL', 'NULL', 'NULL', '在何处，在哪里', 'NULL']"
